"","occurrence_no","early_interval","late_interval","max_ma","max_ma_error","max_ma_method","min_ma","min_ma_error","min_ma_method","direct_ma_value","direct_ma_error","direct_ma_method","formation","member","spatial_resolution","collection_dates","research_group","ref_author","ref_pubyr"
"119940",1286530,"Ypresian","",56,NA,"",48.07,NA,"",NA,NA,"","Sables d'Aizy","","","","marine invertebrate","Deshayes 1865",1865
"119964",1287096,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Cenomanian","","","","marine invertebrate","Wilmsen 2000",2000
"119967",1287101,"Early Santonian","",85.7,NA,"",83.6,NA,"",NA,NA,"","Sardinero","","","","marine invertebrate","Wilmsen 2000",2000
"119978",1287244,"Late Berriasian","",139.1,NA,"",137.05,NA,"",NA,NA,"","Sabinal","","","","marine invertebrate","Zell et al. 2015",2015
"120010",1287890,"Paleocene","",66,NA,"",56,NA,"",NA,NA,"","Matanomadh","","","","marine invertebrate","Chattopadhyay 2004",2004
"120067",1288621,"Lutetian","",48.07,NA,"",41.03,NA,"",NA,NA,"","Humptulips","","","","marine invertebrate","Goedert and Kaler 1996",1996
"120078",1288864,"Late Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Strehlen","","","","marine invertebrate","Wilmsen and Nagm 2014",2014
"120079",1288865,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Dölzschen","","","","marine invertebrate","Wilmsen and Nagm 2013",2013
"120080",1288866,"Early Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Brießnitz","","","","marine invertebrate","Wilmsen and Nagm 2013",2013
"120083",1288869,"Early Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Meißen","","","","marine invertebrate","Wilmsen and Nagm 2014",2014
"120085",1288871,"Early Coniacian","",89.8,NA,"",85.7,NA,"",NA,NA,"","Schrammstein","Zatzschke Marl","","","marine invertebrate","Wilmsen and Nagm 2014",2014
"120089",1288876,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Oberhäslich","","","","marine invertebrate","Wilmsen and Nagm 2013",2013
"120128",1288915,"Late Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Lückendorf","","","","marine invertebrate","Wilmsen and Nagm 2014",2014
"120136",1288923,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Dölzschen ","","","","marine invertebrate","Wilmsen and Nagm 2014",2014
"120198",1289758,"Early Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","West Melbury Marly Chalk","Glauconitic Marl","","","vertebrate","Etheridge 1867",1867
"120221",1296330,"Lutetian","Bartonian",48.07,NA,"",37.71,NA,"",NA,NA,"","Kincses","","","","marine invertebrate","Dell'Angelo et al. 2014",2014
"120225",1296750,"Late Paleocene","",59.24,NA,"",56,NA,"",NA,NA,"","Garra","","","","marine invertebrate","Košťák et al. 2013",2013
"120230",1297118,"Late Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Kraznoyarka","2","","","marine invertebrate","Wilmsen and Yazykova 2003",2003
"120234",1297170,"Priabonian","",37.71,NA,"",33.9,NA,"",NA,NA,"","Amravati","","","","marine invertebrate","Sastry and Mathur 1968",1968
"120237",1297712,"Priabonian","",37.71,NA,"",33.9,NA,"",NA,NA,"","Submeseta","Telm 6","","","marine invertebrate","Dzik and Gazdzicki 2001",2001
"120282",1298826,"Early Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Aitamir","","","","marine invertebrate","Seyed-Emami and Aryai 1981",1981
"120324",1299438,"Thanetian","",59.24,NA,"",56,NA,"",NA,NA,"","Pendleton","","","","marine invertebrate","Glawe et al. 2014",2014
"120353",1301605,"Runangan","",36.7,NA,"",34.6,NA,"",NA,NA,"","Ototara Limestone","","","","","Brown 1952",1952
"120534",1304312,"Late Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Abderaz","","","","marine invertebrate","Niebuhr et al. 2016",2016
"120579",1304491,"Early Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Chinomigawa","U2","","1978","marine invertebrate","Shigeta 2014",2014
"120581",1304493,"Early Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Hakobuchi","","","","marine invertebrate","Shigeta and Nishimura 2014",2014
"120890",1306092,"Early Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Mifume","","","","marine invertebrate","Förster 1975",1975
"120953",1306166,"Late Berriasian","",139.1,NA,"",137.05,NA,"",NA,NA,"","Tubu Shale","","","1955","marine invertebrate","Matsumoto and Skwarko 1993",1993
"120961",1306175,"Middle Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Kerabi","","","1955","marine invertebrate","Matsumoto and Skwarko 1993",1993
"120964",1306178,"Middle Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Chim","","","","marine invertebrate","Matsumoto and Skwarko 1993",1993
"120965",1306204,"Early Albian","",113.2,NA,"",110.1,NA,"",NA,NA,"","Carolinefjellet","Innkjegla","","","marine invertebrate","Nagy 1970",1970
"121052",1306412,"Late Albian","",106.3,NA,"",100.5,NA,"",NA,NA,"","Bracquegnies","","","1989-1990","marine invertebrate","Kennedy et al. 2008",2008
"121066",1306427,"Middle Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Sanandinovo","","","","marine invertebrate","Kennedy and Jolkicev 2004",2004
"121088",1306739,"Early Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Akrabou","","","","marine invertebrate","Kennedy et al. 2008",2008
"121104",1306755,"Early Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Kolbay","","","","marine invertebrate","Kennedy et al. 2008",2008
"121110",1307146,"Early Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Grayson Marl","","","","marine invertebrate","Kennedy et al. 2005",2005
"121192",1307874,"Coniacian","Santonian",89.8,NA,"",83.6,NA,"",NA,NA,"","Aguille","","","","marine invertebrate","Moussavou 2015",2015
"121204",1307908,"Early Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Capas Blancas","Lower","","","marine invertebrate","Linares and Cremades 1988",1988
"121225",1307929,"Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Picofrentes","","","","marine invertebrate","Berrocal-Casero et al. 2013",2013
"121274",1308194,"Middle Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Belle Fourche Shale","","","","marine invertebrate","Kennedy and Cobban 1990",1990
"121320",1308241,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Colorado","","","","marine invertebrate","Kennedy and Cobban 1990",1990
"121402",1308333,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Zoo Baba","","","","marine invertebrate","Meister et al. 1994",1994
"121419",1308478,"Early Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Fika Shale","","","","marine invertebrate","Meister 1989",1989
"121494",1308617,"Late Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Wadi As Sir Limestone","","","","marine invertebrate","Oezer and Ahmad 2015",2015
"121528",1308883,"Early Albian","",113.2,NA,"",110.1,NA,"",NA,NA,"","Bazyab","","","1995","marine invertebrate","Seyed-Emami and Wilmsen 2016",2016
"121537",1308892,"Early Albian","",113.2,NA,"",110.1,NA,"",NA,NA,"","Biabanak Shale","","","1995","marine invertebrate","Seyed-Emami and Wilmsen 2016",2016
"121544",1309162,"Late Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Senneville","","","","marine invertebrate","Kennedy and Gale 2015",2015
"121562",1309399,"Late Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Carlile","","","1948","marine invertebrate","Cobban 1987",1987
"121584",1309421,"Middle Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Graneros","","","1957","marine invertebrate","Cobban 1987",1987
"121683",1310222,"Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Cerro Toro","","","","marine invertebrate","Cichowolski 2003",2003
"121689",1310663,"Late Oligocene","",27.3,NA,"",23.04,NA,"",NA,NA,"","Aral","","","1993-1994","vertebrate","Lopatin 1996",1996
"121692",1310757,"Early Berriasian","",143.1,NA,"",141,NA,"",NA,NA,"","Banos del Flaco","","","1964","marine invertebrate","Salazar and Stinnesbeck 2016",2016
"121697",1311136,"Early Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Mount Laurel/Navesink","","","","vertebrate","Richards and Shapiro 1963",1963
"121703",1311143,"Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Yolo","","","","marine invertebrate","Anderson 1958",1958
"121718",1312260,"Middle Eocene","",48.07,NA,"",37.71,NA,"",NA,NA,"","Pozo","lower","","","vertebrate","Antoine et al. 2016",2016
"121883",1314505,"Priabonian","",37.71,NA,"",33.9,NA,"",NA,NA,"","Quimper","","","","marine invertebrate","Squires et al. 1996",1996
"121919",1315014,"Rupelian","",33.9,NA,"",27.3,NA,"",31.6,NA,"Sr isotope","Calcaire à Astéries","","","","marine invertebrate","Dolin and Lozouet 2004",2004
"121951",1316053,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Orizzonte di Ronca","","","","marine invertebrate","Dolin and Pacaud 2009",2009
"121961",1316714,"Runangan","",36.7,NA,"",34.6,NA,"",NA,NA,"","Waiareka Volcanic","","","","marine invertebrate","Beu and Marshall 2011",2011
"121977",1316954,"Lutetian","",48.07,NA,"",41.03,NA,"",NA,NA,"","Szoc Limestone","","","","marine invertebrate","Fehse 2010",2010
"121995",1317041,"Late Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Bandodani","","","","marine invertebrate","Yoshino and Matsuoka 2016",2016
"122015",1317061,"Late Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Anaga","","","","marine invertebrate","Morozumi 1985",1985
"122017",1317063,"Late Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Kita-ama","","","","marine invertebrate","Morozumi 1985",1985
"122030",1317076,"Early Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Shimonada","","","","marine invertebrate","Morozumi 1985",1985
"122038",1317159,"Late Albian","",106.3,NA,"",100.5,NA,"",NA,NA,"","Mojado","","","","marine invertebrate","Lucas and Estep 1998",1998
"122039",1317187,"Late Albian","",106.3,NA,"",100.5,NA,"",NA,NA,"","Hala","","","","marine invertebrate","Geyer et al. 1997",1997
"122073",1317580,"Rupelian","",33.9,NA,"",27.3,NA,"",NA,NA,"","Ashawaq","Shizar","","","vertebrate","Thomas et al. 1989",1989
"122094",1317637,"Lutetian","",48.07,NA,"",41.03,NA,"",NA,NA,"","Chiampo","","","","marine invertebrate,micropaleontology","Savazzi 1991",1991
"122109",1317681,"Late Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Yacoraite ","","","","marine invertebrate","Cónsole Gonella 2011",2011
"122116",1317702,"Danian","",66,NA,"",61.66,NA,"",NA,NA,"","Danian Limestone","Baunekule","","","marine invertebrate,vertebrate","Lauridsen and Schnetler 2014",2014
"122302",1318158,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Sables de Cresnes","","","","marine invertebrate","Pacaud 2003",2003
"122314",1318172,"Middle Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Ieru","","","December 1976","marine invertebrate","Matsumoto and Skwarko 1991",1991
"122407",1318266,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Benton Shale","","","1969","marine invertebrate","Cobban 1988",1988
"122417",1318276,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Benton","","","1969","marine invertebrate","Cobban 1988",1988
"122497",1319425,"Middle Albian","",110.1,NA,"",106.3,NA,"",NA,NA,"","Goodland","","","","marine invertebrate","Klinger et al. 2010",2010
"122499",1319427,"Early Albian","",113.2,NA,"",110.1,NA,"",NA,NA,"","Lumishwal","","","","marine invertebrate","Klinger et al. 2010",2010
"122597",1320639,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Trucco","Nummulitic Limestone","","","marine invertebrate","Zorzin et al. 2012",2012
"122622",1320689,"Ypresian","",56,NA,"",48.07,NA,"",NA,NA,"","Choubaine","","","","marine invertebrate","Locard 1889",1889
"122624",1320700,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Calcaire d'Octroi","","","","marine invertebrate","Pacaud and Ledon 2012",2012
"122627",1320723,"Ypresian","",56,NA,"",48.07,NA,"",NA,NA,"","Maniobra","","","","marine invertebrate","Squires and Advocate 1986",1986
"122638",1320740,"Ypresian","",56,NA,"",48.07,NA,"",NA,NA,"","Ilerdien","","","","marine invertebrate","Pacaud and Leroy 2006",2006
"122652",1320972,"Ypresian","",56,NA,"",48.07,NA,"",NA,NA,"","Cuisien","inférieur","","","marine invertebrate","Pacaud and Leroy 2006",2006
"122654",1321000,"Lutetian","",48.07,NA,"",41.03,NA,"",NA,NA,"","Marne Euganee","calcaires trappéens à Velates perversus","","","marine invertebrate","Savazzi 1988",1988
"122656",1321003,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Calcari Nummulitici","","","","marine invertebrate","de Gregorio 1880",1880
"122660",1321010,"Ypresian","",56,NA,"",48.07,NA,"",NA,NA,"","Argiles silteuses du Béarn.","","","","marine invertebrate","Dolin and Pacaud 2009",2009
"122673",1321030,"Ypresian","",56,NA,"",48.07,NA,"",NA,NA,"","Sables de Pierrefonds","Nummulitic Sands","","","marine invertebrate","Dolin and Pacaud 2009",2009
"122680",1321264,"Ypresian","",56,NA,"",48.07,NA,"",NA,NA,"","Calcari di nummulitici","","","","decapod,marine invertebrate","Dolin and Pacaud 2009",2009
"122723",1321448,"Danian","",66,NA,"",61.66,NA,"",NA,NA,"","Abbotsford Mudstone","","","1988","vertebrate","Beu et al. 1990",1990
"122830",1321678,"Lutetian","Bartonian",48.07,NA,"",37.71,NA,"",NA,NA,"","Faluns de Bois-Gouët","","","","marine invertebrate","Cossmann 1916",1916
"122867",1321772,"Late Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Kawaruppu","","","","marine invertebrate","Kurihara et al. 2016",2016
"122877",1321782,"Ypresian","",56,NA,"",48.07,NA,"",NA,NA,"","Sables de Pourcy","","","","marine invertebrate","Cossmann 1921",1921
"122879",1321846,"Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","De la Craie Chloritèe.","","","","marine invertebrate","d'Orbigny 1843",1843
"122936",1322456,"Lutetian","",48.07,NA,"",41.03,NA,"",NA,NA,"","Banc à verrins","5b","","","marine invertebrate","Sanders et al. 2015",2015
"123204",1322748,"Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Radiolite Sandstones","","","","marine invertebrate","Olsson 1944",1944
"123206",1322750,"Thanetian","",59.24,NA,"",56,NA,"",NA,NA,"","Sables de Bracheux","","","","marine invertebrate","Caze et al. 2010",2010
"123287",1323218,"Thanetian","",59.24,NA,"",56,NA,"",NA,NA,"","Châlons-sur-Vesle","","","","vertebrate","Glibert 1963",1963
"123366",1323382,"Chattian","",27.3,NA,"",23.04,NA,"",NA,NA,"","Kasseler Meeressand","","","","vertebrate","Garilli and Parrinello 2014",2014
"123369",1323385,"Rupelian","",33.9,NA,"",27.3,NA,"",NA,NA,"","Bilzen","Kleine Spouwen","","","marine invertebrate","Garilli and Parrinello 2014",2014
"123371",1323430,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Cresnes","","","","marine invertebrate","Le Renard and Pacaud 1995",1995
"123375",1323434,"Lutetian","",48.07,NA,"",41.03,NA,"",NA,NA,"","Faluns de la Touraine","","","","marine invertebrate","Glibert 1949",1949
"123584",1323786,"Lutetian","",48.07,NA,"",41.03,NA,"",NA,NA,"","Landauer Mergel","","","","marine invertebrate","Kadolsky 2015",2015
"123844",1326576,"Late Albian","",106.3,NA,"",100.5,NA,"",NA,NA,"","Cambridge Greensand","","","","marine invertebrate","Wright and Kennedy 1979",1979
"123957",1326931,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","d'Igualada et de Tossa","","","","marine invertebrate","Dolin et al. 2013",2013
"123963",1326968,"Late Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Fox Hills Sandstone","Milliken Sandstone","","","marine invertebrate","Landman and Cobban 2003",2003
"124064",1327618,"Late Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Marnes de Lestaillats","","allochthonous","1993, 1994, 1997","vertebrate","Laurent et al. 2001",2001
"124075",1327734,"Early Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Muwaqqar","","","","marine invertebrate","Jagt et al. 2019",2019
"124128",1327815,"Rupelian","",33.9,NA,"",27.3,NA,"",NA,NA,"","Castelgomberto","","","","marine invertebrate","La Perna 2016",2016
"124188",1327926,"Late Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Williams Fork","","","","marine invertebrate","Kennedy et al. 2000",2000
"124358",1328112,"Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Dukamaje","","parautochthonous","","marine invertebrate,vertebrate","Moody and Suttcliffe 1991",1991
"124395",1328439,"Lutetian","",48.07,NA,"",41.03,NA,"",NA,NA,"","Matilija","","","","marine invertebrate","Squires 1987",1987
"124727",1329680,"Middle Coniacian","",89.8,NA,"",85.7,NA,"",NA,NA,"","Ceyreste","","","","marine invertebrate","Kennedy 1984",1984
"124755",1329742,"Middle Coniacian","",89.8,NA,"",85.7,NA,"",NA,NA,"","Grès Verts de Dieulefit","","","","marine invertebrate","Kennedy 1984",1984
"124766",1329753,"Middle Coniacian","",89.8,NA,"",85.7,NA,"",NA,NA,"","Calcaire de Cangey","","","","marine invertebrate","Kennedy 1984",1984
"124771",1329778,"Lutetian","",48.07,NA,"",41.03,NA,"",NA,NA,"","Calcaire grosse","","","","marine invertebrate","Dolin and Pacaud 2009",2009
"124840",1329915,"Late Coniacian","",89.8,NA,"",85.7,NA,"",NA,NA,"","Marnes a Micraster","","","","marine invertebrate","Kennedy 1984",1984
"124959",1330297,"Late Santonian","",85.7,NA,"",83.6,NA,"",NA,NA,"","Calcaires à Lima","","","","marine invertebrate","Kennedy et al. 1995",1995
"124975",1330315,"Middle Coniacian","",89.8,NA,"",85.7,NA,"",NA,NA,"","Marno-Calcaires à Gauthiericeras","","","","marine invertebrate","Kennedy et al. 1995",1995
"124990",1330340,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Sables Moyens","","","","marine invertebrate","Cossmann 1889",1889
"125180",1331635,"Kaiatan","",39.1,NA,"",36.7,NA,"",NA,NA,"","Waihoo Greensands","","","","marine invertebrate","Laws 1935",1935
"125332",1333282,"Danian","",66,NA,"",61.66,NA,"",NA,NA,"","København","","","","marine invertebrate","Schilder 1928",1928
"125351",1333349,"Rupelian","",33.9,NA,"",27.3,NA,"",NA,NA,"","Muschelsandstein","","","","vertebrate","Dolin 1991",1991
"125372",1333647,"Rupelian","",33.9,NA,"",27.3,NA,"",NA,NA,"","Ligurian","","","","marine invertebrate","Dolin 1997",1997
"125401",1333758,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Ardanatz Sandstone","","","","marine invertebrate","Astibia et al. 2016",2016
"125488",1333951,"Priabonian","",37.71,NA,"",33.9,NA,"",NA,NA,"","Silberberg","Latdorf","","","marine invertebrate","Koenen 1890",1890
"125546",1334021,"Priabonian","",37.71,NA,"",33.9,NA,"",NA,NA,"","Mandrikovka","","","","marine invertebrate","Fehse 2011",2011
"125581",1334115,"Priabonian","",37.71,NA,"",33.9,NA,"",NA,NA,"","Molare","","","","marine invertebrate","Schilder 1932",1932
"125642",1334268,"Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Itamaraca","","","","marine invertebrate","Oliveira 1957",1957
"125647",1334279,"Late Barremian","",125.77,NA,"",121.4,NA,"",NA,NA,"","Urgonian Limestone","","","","marine invertebrate","Sayn 1932",1932
"125650",1334286,"Eocene","",56,NA,"",33.9,NA,"",NA,NA,"","Clifton","","","","marine invertebrate","Teichert 1947",1947
"125915",1336120,"Ypresian","",56,NA,"",48.07,NA,"",NA,NA,"","Armàncies","","","","marine invertebrate","Llompart 1986",1986
"125924",1336815,"Thanetian","",59.24,NA,"",56,NA,"",NA,NA,"","Ager","","","","decapod,marine invertebrate","Fraaije and Pennings 2006",2006
"125963",1337352,"Rupelian","",33.9,NA,"",27.3,NA,"",NA,NA,"","Marrowstone","","","","marine invertebrate","Miller and Downs 1950",1950
"125967",1337356,"Aptian","",121.4,NA,"",113.2,NA,"",NA,NA,"","Tsukenai","","","1994","marine invertebrate","Futakami 2018",2018
"125987",1337380,"Chattian","",27.3,NA,"",23.04,NA,"",NA,NA,"","Yaquina","","","","marine invertebrate","Schenck 1931",1931
"125991",1337385,"Chattian","",27.3,NA,"",23.04,NA,"",NA,NA,"","San Ramon","","","","marine invertebrate","Clark 1918",1918
"125999",1337400,"Rupelian","",33.9,NA,"",27.3,NA,"",NA,NA,"","Uzunbas","","","","marine invertebrate","Saunders et al. 1996",1996
"126003",1337408,"Lutetian","",48.07,NA,"",41.03,NA,"",NA,NA,"","Lillebælt Clay","","","","marine invertebrate","Schnetler and Heilmann-Clausen 2011",2011
"126037",1338196,"Middle Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Wahweap","Coyote Point","","","vertebrate","Holroyd and Hutchison 2016",2016
"126048",1338208,"Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Calcaires à Baculites","","","","marine invertebrate","Kaunhowen 1898",1898
"126054",1338278,"Early Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Mughal Kot","","","","marine invertebrate","Noetling 1897",1897
"126055",1338279,"Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Itamaracá","","","","marine invertebrate","de Souza 2006",2006
"126059",1338286,"Coniacian","",89.8,NA,"",85.7,NA,"",NA,NA,"","Anaipadi","","","","marine invertebrate","Vredenburg 1920",1920
"126066",1338475,"Early Barremian","",125.77,NA,"",121.4,NA,"",NA,NA,"","Balgarene","","","","marine invertebrate","Baudouin et al. 2016",2016
"126068",1338477,"Late Barremian","",125.77,NA,"",121.4,NA,"",NA,NA,"","Risan Aneiza","","","1993-1994, 2002","marine invertebrate","Baudouin et al. 2016",2016
"126090",1342197,"Chattian","",27.3,NA,"",23.04,NA,"",NA,NA,"","Bay","","","","marine invertebrate","Quaglio et al. 2010",2010
"126117",1343008,"Middle Cenomanian","Late Cenomanian",100.5,NA,"",93.9,NA,"",NA,NA,"","Naturita","Culver Coal Zone","","","vertebrate","Joyce et al. 2016",2016
"126170",1348168,"Early Valanginian","",137.05,NA,"",132.6,NA,"",NA,NA,"","Giumal","","","","marine invertebrate","Pandey and Pathak 2017",2017
"126174",1348226,"Ypresian","",56,NA,"",48.07,NA,"",NA,NA,"","Mortemer","Calcaire d’Ailly","","","vertebrate","Smith et al. 2011",2011
"126329",1353008,"Lutetian","",48.07,NA,"",41.03,NA,"",NA,NA,"","Scripps","","","1985","marine invertebrate,vertebrate","Roth 1988",1988
"126331",1353010,"Uintan","",45.9,NA,"",39.7,NA,"",NA,NA,"","Sespe","","","","vertebrate","Roth 1988",1988
"126333",1353399,"Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Takatika Grit","","","","marine invertebrate","Consoli and Stilwell 2005",2005
"126335",1353401,"Late Aptian","",119.57,NA,"",113.2,NA,"",NA,NA,"","Faringdon Sand","Faringdon Sponge Gravel","","","marine invertebrate","Sharpe 1854",1854
